Court Name,Data element,Data element (group),Jurisdiction,Response,Sheet Name,State,Subject,Year,"Race, Gender, Ethnicity"
City,Total Judges,Total Judges,Limited,167,Trial Courts,New York,Trial Court Data Reported,2020,
Civil Ct of the City of NY,Total Judges,Total Judges,Limited,117,Trial Courts,New York,Trial Court Data Reported,2020,
Court of Claims,Total Judges,Total Judges,Limited,85,Trial Courts,New York,Trial Court Data Reported,2020,
Criminal Ct of the City of NY,Total Judges,Total Judges,Limited,104,Trial Courts,New York,Trial Court Data Reported,2020,
District,Total Judges,Total Judges,Limited,48,Trial Courts,New York,Trial Court Data Reported,2020,
Family,Total Judges,Total Judges,Limited,147,Trial Courts,New York,Trial Court Data Reported,2020,
Surrogates,Total Judges,Total Judges,Limited,32,Trial Courts,New York,Trial Court Data Reported,2020,
Town & Village Justice,Total Judges,Total Judges,Limited,Unknown,Trial Courts,New York,Trial Court Data Reported,2020,
District,Total Judges,Total Judges,Limited,270,Trial Courts,North Carolina,Trial Court Data Reported,2020,
County,Total Judges,Total Judges,Limited,35,Trial Courts,Ohio,Trial Court Data Reported,2020,
Court of Claims,Total Judges,Total Judges,Limited,0,Trial Courts,Ohio,Trial Court Data Reported,2020,
Mayor's,Total Judges,Total Judges,Limited,0,Trial Courts,Ohio,Trial Court Data Reported,2020,
Municipal,Total Judges,Total Judges,Limited,215,Trial Courts,Ohio,Trial Court Data Reported,2020,
County,Total Judges,Total Judges,Limited,Unknown,Trial Courts,Oregon,Trial Court Data Reported,2020,
Justice,Total Judges,Total Judges,Limited,Unknown,Trial Courts,Oregon,Trial Court Data Reported,2020,
Municipal,Total Judges,Total Judges,Limited,Unknown,Trial Courts,Oregon,Trial Court Data Reported,2020,
Magisterial District,Total Judges,Total Judges,Limited,512,Trial Courts,Pennsylvania,Trial Court Data Reported,2020,
Philadelphia Municipal,Total Judges,Total Judges,Limited,27,Trial Courts,Pennsylvania,Trial Court Data Reported,2020,
Constitutional County,Total Judges,Total Judges,Limited,254,Trial Courts,Texas,Trial Court Data Reported,2020,
County Court at Law,Total Judges,Total Judges,Limited,250,Trial Courts,Texas,Trial Court Data Reported,2020,
Justice,Total Judges,Total Judges,Limited,802,Trial Courts,Texas,Trial Court Data Reported,2020,
Municipal,Total Judges,Total Judges,Limited,1316,Trial Courts,Texas,Trial Court Data Reported,2020,
Statutory Probate,Total Judges,Total Judges,Limited,18,Trial Courts,Texas,Trial Court Data Reported,2020,
District,Total Judges,Total Judges,Limited,256,Trial Courts,Virginia,Trial Court Data Reported,2020,
District,Total Judges,Total Judges,Limited,118,Trial Courts,Washington,Trial Court Data Reported,2020,
Municipal,Total Judges,Total Judges,Limited,89,Trial Courts,Washington,Trial Court Data Reported,2020,
Municipal,Total Judges,Total Judges,Limited,254,Trial Courts,Wisconsin,Trial Court Data Reported,2020,
District Court Dept,Transgender,Gender,Limited,* ,Trial Courts,Massachusetts,Trial Court Data Reported,2020,
Housing Court Dept,Transgender,Gender,Limited,* ,Trial Courts,Massachusetts,Trial Court Data Reported,2020,
Juvenile Court Dept,Transgender,Gender,Limited,* ,Trial Courts,Massachusetts,Trial Court Data Reported,2020,
Land Court Dept,Transgender,Gender,Limited,* ,Trial Courts,Massachusetts,Trial Court Data Reported,2020,
Probate & Family Court Dept,Transgender,Gender,Limited,* ,Trial Courts,Massachusetts,Trial Court Data Reported,2020,
Municipal,Transgender,Gender,Limited,* ,Trial Courts,Missouri,Trial Court Data Reported,2020,
County,Transgender,Gender,Limited, ,Trial Courts,Nebraska,Trial Court Data Reported,2020,
Separate Juvenile,Transgender,Gender,Limited, ,Trial Courts,Nebraska,Trial Court Data Reported,2020,
Workers Compensation,Transgender,Gender,Limited,0,Trial Courts,Nebraska,Trial Court Data Reported,2020,0
Justice,Transgender,Gender,Limited,* ,Trial Courts,Nevada,Trial Court Data Reported,2020,
Municipal,Transgender,Gender,Limited,* ,Trial Courts,Nevada,Trial Court Data Reported,2020,
Circuit,Transgender,Gender,Limited,* ,Trial Courts,New Hampshire,Trial Court Data Reported,2020,
Municipal,Transgender,Gender,Limited,* ,Trial Courts,New Jersey,Trial Court Data Reported,2020,
Tax,Transgender,Gender,Limited,* ,Trial Courts,New Jersey,Trial Court Data Reported,2020,
City,Transgender,Gender,Limited,0,Trial Courts,New York,Trial Court Data Reported,2020,0
Civil Ct of the City of NY,Transgender,Gender,Limited,0,Trial Courts,New York,Trial Court Data Reported,2020,0
Court of Claims,Transgender,Gender,Limited,0,Trial Courts,New York,Trial Court Data Reported,2020,0
Criminal Ct of the City of NY,Transgender,Gender,Limited,0,Trial Courts,New York,Trial Court Data Reported,2020,0
District,Transgender,Gender,Limited,0,Trial Courts,New York,Trial Court Data Reported,2020,0
Family,Transgender,Gender,Limited,0,Trial Courts,New York,Trial Court Data Reported,2020,0
Surrogates,Transgender,Gender,Limited,0,Trial Courts,New York,Trial Court Data Reported,2020,0
Town & Village Justice,Transgender,Gender,Limited,* ,Trial Courts,New York,Trial Court Data Reported,2020,
District,Transgender,Gender,Limited,0,Trial Courts,North Carolina,Trial Court Data Reported,2020,0
County,Transgender,Gender,Limited,* ,Trial Courts,Ohio,Trial Court Data Reported,2020,
Court of Claims,Transgender,Gender,Limited,NA,Trial Courts,Ohio,Trial Court Data Reported,2020,
Mayor's,Transgender,Gender,Limited,NA,Trial Courts,Ohio,Trial Court Data Reported,2020,
Municipal,Transgender,Gender,Limited,* ,Trial Courts,Ohio,Trial Court Data Reported,2020,
County,Transgender,Gender,Limited,* ,Trial Courts,Oregon,Trial Court Data Reported,2020,
Justice,Transgender,Gender,Limited,* ,Trial Courts,Oregon,Trial Court Data Reported,2020,
Municipal,Transgender,Gender,Limited,* ,Trial Courts,Oregon,Trial Court Data Reported,2020,
Magisterial District,Transgender,Gender,Limited,* ,Trial Courts,Pennsylvania,Trial Court Data Reported,2020,
Philadelphia Municipal,Transgender,Gender,Limited,* ,Trial Courts,Pennsylvania,Trial Court Data Reported,2020,
Constitutional County,Transgender,Gender,Limited,* ,Trial Courts,Texas,Trial Court Data Reported,2020,
County Court at Law,Transgender,Gender,Limited,* ,Trial Courts,Texas,Trial Court Data Reported,2020,
Justice,Transgender,Gender,Limited,* ,Trial Courts,Texas,Trial Court Data Reported,2020,
Municipal,Transgender,Gender,Limited,* ,Trial Courts,Texas,Trial Court Data Reported,2020,
Statutory Probate,Transgender,Gender,Limited,* ,Trial Courts,Texas,Trial Court Data Reported,2020,
District,Transgender,Gender,Limited,* ,Trial Courts,Virginia,Trial Court Data Reported,2020,
District,Transgender,Gender,Limited,* ,Trial Courts,Washington,Trial Court Data Reported,2020,
Municipal,Transgender,Gender,Limited,* ,Trial Courts,Washington,Trial Court Data Reported,2020,
Municipal,Transgender,Gender,Limited,* ,Trial Courts,Wisconsin,Trial Court Data Reported,2020,
District Court Dept,White,Race,Limited,125,Trial Courts,Massachusetts,Trial Court Data Reported,2020,125
Housing Court Dept,White,Race,Limited,13,Trial Courts,Massachusetts,Trial Court Data Reported,2020,13
Juvenile Court Dept,White,Race,Limited,34,Trial Courts,Massachusetts,Trial Court Data Reported,2020,34
Land Court Dept,White,Race,Limited,6,Trial Courts,Massachusetts,Trial Court Data Reported,2020,6
Probate & Family Court Dept,White,Race,Limited,44,Trial Courts,Massachusetts,Trial Court Data Reported,2020,44
Municipal,White,Race,Limited,* ,Trial Courts,Missouri,Trial Court Data Reported,2020,
County,White,Race,Limited,56,Trial Courts,Nebraska,Trial Court Data Reported,2020,56
Separate Juvenile,White,Race,Limited,11,Trial Courts,Nebraska,Trial Court Data Reported,2020,11
Workers Compensation,White,Race,Limited,7,Trial Courts,Nebraska,Trial Court Data Reported,2020,7
Justice,White,Race,Limited,* ,Trial Courts,Nevada,Trial Court Data Reported,2020,
Municipal,White,Race,Limited,* ,Trial Courts,Nevada,Trial Court Data Reported,2020,
Circuit,White,Race,Limited,* ,Trial Courts,New Hampshire,Trial Court Data Reported,2020,
Municipal,White,Race,Limited,* ,Trial Courts,New Jersey,Trial Court Data Reported,2020,
Tax,White,Race,Limited,10,Trial Courts,New Jersey,Trial Court Data Reported,2020,10
City,White,Race,Limited,134,Trial Courts,New York,Trial Court Data Reported,2020,134
Civil Ct of the City of NY,White,Race,Limited,59,Trial Courts,New York,Trial Court Data Reported,2020,59
Court of Claims,White,Race,Limited,68,Trial Courts,New York,Trial Court Data Reported,2020,68
Criminal Ct of the City of NY,White,Race,Limited,67,Trial Courts,New York,Trial Court Data Reported,2020,67
District,White,Race,Limited,41,Trial Courts,New York,Trial Court Data Reported,2020,41
Family,White,Race,Limited,113,Trial Courts,New York,Trial Court Data Reported,2020,113
Surrogates,White,Race,Limited,27,Trial Courts,New York,Trial Court Data Reported,2020,27
Town & Village Justice,White,Race,Limited,* ,Trial Courts,New York,Trial Court Data Reported,2020,
District,White,Race,Limited,198,Trial Courts,North Carolina,Trial Court Data Reported,2020,198
County,White,Race,Limited,32,Trial Courts,Ohio,Trial Court Data Reported,2020,32
Court of Claims,White,Race,Limited,NA,Trial Courts,Ohio,Trial Court Data Reported,2020,
Mayor's,White,Race,Limited,NA,Trial Courts,Ohio,Trial Court Data Reported,2020,
Municipal,White,Race,Limited,183,Trial Courts,Ohio,Trial Court Data Reported,2020,183
County,White,Race,Limited,* ,Trial Courts,Oregon,Trial Court Data Reported,2020,
Justice,White,Race,Limited,* ,Trial Courts,Oregon,Trial Court Data Reported,2020,
Municipal,White,Race,Limited,* ,Trial Courts,Oregon,Trial Court Data Reported,2020,
Magisterial District,White,Race,Limited,* ,Trial Courts,Pennsylvania,Trial Court Data Reported,2020,
Philadelphia Municipal,White,Race,Limited,* ,Trial Courts,Pennsylvania,Trial Court Data Reported,2020,
Constitutional County,White,Race,Limited,230,Trial Courts,Texas,Trial Court Data Reported,2020,230
County Court at Law,White,Race,Limited,219,Trial Courts,Texas,Trial Court Data Reported,2020,219
Justice,White,Race,Limited,694,Trial Courts,Texas,Trial Court Data Reported,2020,694
Municipal,White,Race,Limited,1046,Trial Courts,Texas,Trial Court Data Reported,2020,1046
Statutory Probate,White,Race,Limited,15,Trial Courts,Texas,Trial Court Data Reported,2020,15
District,White,Race,Limited,215,Trial Courts,Virginia,Trial Court Data Reported,2020,215
District,White,Race,Limited,* ,Trial Courts,Washington,Trial Court Data Reported,2020,
Municipal,White,Race,Limited,* ,Trial Courts,Washington,Trial Court Data Reported,2020,
Municipal,White,Race,Limited,* ,Trial Courts,Wisconsin,Trial Court Data Reported,2020,
District,Is this a court of record?,Is this a court of record?,Limited,Yes,Trial Record,Alabama,Trial Court Data Reported,2020,
Municipal,Is this a court of record?,Is this a court of record?,Limited,No,Trial Record,Alabama,Trial Court Data Reported,2020,
Probate,Is this a court of record?,Is this a court of record?,Limited,No,Trial Record,Alabama,Trial Court Data Reported,2020,
District,Is this a court of record?,Is this a court of record?,Limited,Yes,Trial Record,Alaska,Trial Court Data Reported,2020,
Justice of the Peace,Is this a court of record?,Is this a court of record?,Limited,No,Trial Record,Arizona,Trial Court Data Reported,2020,
Municipal,Is this a court of record?,Is this a court of record?,Limited,No,Trial Record,Arizona,Trial Court Data Reported,2020,
District,Is this a court of record?,Is this a court of record?,Limited,No,Trial Record,Arkansas,Trial Court Data Reported,2020,
County,Is this a court of record?,Is this a court of record?,Limited,Yes,Trial Record,Colorado,Trial Court Data Reported,2020,
Municipal,Is this a court of record?,Is this a court of record?,Limited,Unknown,Trial Record,Colorado,Trial Court Data Reported,2020,
Probate,Is this a court of record?,Is this a court of record?,Limited,Unknown,Trial Record,Connecticut,Trial Court Data Reported,2020,
Alderman's,Is this a court of record?,Is this a court of record?,Limited,No,Trial Record,Delaware,Trial Court Data Reported,2020,
Court of Common Pleas,Is this a court of record?,Is this a court of record?,Limited,Yes,Trial Record,Delaware,Trial Court Data Reported,2020,
Family,Is this a court of record?,Is this a court of record?,Limited,Yes,Trial Record,Delaware,Trial Court Data Reported,2020,
Justice of the Peace,Is this a court of record?,Is this a court of record?,Limited,Varies,Trial Record,Delaware,Trial Court Data Reported,2020,
County,Is this a court of record?,Is this a court of record?,Limited,Yes,Trial Record,Florida,Trial Court Data Reported,2020,
District,Is this a court of record?,Is this a court of record?,Limited,Yes,Trial Record,Hawaii,Trial Court Data Reported,2020,
City,Is this a court of record?,Is this a court of record?,Limited,No,Trial Record,Indiana,Trial Court Data Reported,2020,
Small Claims of Marion County,Is this a court of record?,Is this a court of record?,Limited,Yes,Trial Record,Indiana,Trial Court Data Reported,2020,
Town,Is this a court of record?,Is this a court of record?,Limited,No,Trial Record,Indiana,Trial Court Data Reported,2020,
Municipal,Is this a court of record?,Is this a court of record?,Limited,No,Trial Record,Kansas,Trial Court Data Reported,2020,
District,Is this a court of record?,Is this a court of record?,Limited,Yes,Trial Record,Kentucky,Trial Court Data Reported,2020,
District,Is this a court of record?,Is this a court of record?,Limited,Yes,Trial Record,Maryland,Trial Court Data Reported,2020,
Orphans',Is this a court of record?,Is this a court of record?,Limited,Yes,Trial Record,Maryland,Trial Court Data Reported,2020,
Boston Municipal Court Dept,Is this a court of record?,Is this a court of record?,Limited,Yes,Trial Record,Massachusetts,Trial Court Data Reported,2020,
District Court Dept,Is this a court of record?,Is this a court of record?,Limited,Yes,Trial Record,Massachusetts,Trial Court Data Reported,2020,
Housing Court Dept,Is this a court of record?,Is this a court of record?,Limited,Yes,Trial Record,Massachusetts,Trial Court Data Reported,2020,
Juvenile Court Dept,Is this a court of record?,Is this a court of record?,Limited,Yes,Trial Record,Massachusetts,Trial Court Data Reported,2020,
Land Court Dept,Is this a court of record?,Is this a court of record?,Limited,Yes,Trial Record,Massachusetts,Trial Court Data Reported,2020,
Probate & Family Court Dept,Is this a court of record?,Is this a court of record?,Limited,Yes,Trial Record,Massachusetts,Trial Court Data Reported,2020,
Municipal,Is this a court of record?,Is this a court of record?,Limited,No,Trial Record,Missouri,Trial Court Data Reported,2020,
County,Is this a court of record?,Is this a court of record?,Limited,Yes,Trial Record,Nebraska,Trial Court Data Reported,2020,
Workers Compensation,Is this a court of record?,Is this a court of record?,Limited,Yes,Trial Record,Nebraska,Trial Court Data Reported,2020,
Justice,Is this a court of record?,Is this a court of record?,Limited,Yes,Trial Record,Nevada,Trial Court Data Reported,2020,
Municipal,Is this a court of record?,Is this a court of record?,Limited,Yes,Trial Record,Nevada,Trial Court Data Reported,2020,
Circuit,Is this a court of record?,Is this a court of record?,Limited,Yes,Trial Record,New Hampshire,Trial Court Data Reported,2020,
Municipal,Is this a court of record?,Is this a court of record?,Limited,Yes,Trial Record,New Jersey,Trial Court Data Reported,2020,
Tax,Is this a court of record?,Is this a court of record?,Limited,Yes,Trial Record,New Jersey,Trial Court Data Reported,2020,
City,Is this a court of record?,Is this a court of record?,Limited,Yes,Trial Record,New York,Trial Court Data Reported,2020,
Civil Ct of the City of NY,Is this a court of record?,Is this a court of record?,Limited,Yes,Trial Record,New York,Trial Court Data Reported,2020,
Court of Claims,Is this a court of record?,Is this a court of record?,Limited,Yes,Trial Record,New York,Trial Court Data Reported,2020,
Criminal Ct of the City of NY,Is this a court of record?,Is this a court of record?,Limited,Yes,Trial Record,New York,Trial Court Data Reported,2020,
District,Is this a court of record?,Is this a court of record?,Limited,Yes,Trial Record,New York,Trial Court Data Reported,2020,
Family,Is this a court of record?,Is this a court of record?,Limited,Yes,Trial Record,New York,Trial Court Data Reported,2020,
Surrogates,Is this a court of record?,Is this a court of record?,Limited,Yes,Trial Record,New York,Trial Court Data Reported,2020,
Town & Village Justice,Is this a court of record?,Is this a court of record?,Limited,Yes,Trial Record,New York,Trial Court Data Reported,2020,
District,Is this a court of record?,Is this a court of record?,Limited,Yes,Trial Record,North Carolina,Trial Court Data Reported,2020,
County,Is this a court of record?,Is this a court of record?,Limited,Yes,Trial Record,Ohio,Trial Court Data Reported,2020,
Court of Claims,Is this a court of record?,Is this a court of record?,Limited,yes,Trial Record,Ohio,Trial Court Data Reported,2020,
Mayor's,Is this a court of record?,Is this a court of record?,Limited,No,Trial Record,Ohio,Trial Court Data Reported,2020,
Municipal,Is this a court of record?,Is this a court of record?,Limited,yes,Trial Record,Ohio,Trial Court Data Reported,2020,
County,Is this a court of record?,Is this a court of record?,Limited,Unknown,Trial Record,Oregon,Trial Court Data Reported,2020,
Justice,Is this a court of record?,Is this a court of record?,Limited,Unknown,Trial Record,Oregon,Trial Court Data Reported,2020,
Municipal,Is this a court of record?,Is this a court of record?,Limited,Unknown,Trial Record,Oregon,Trial Court Data Reported,2020,
Magisterial District,Is this a court of record?,Is this a court of record?,Limited,No,Trial Record,Pennsylvania,Trial Court Data Reported,2020,
Philadelphia Municipal,Is this a court of record?,Is this a court of record?,Limited,Yes,Trial Record,Pennsylvania,Trial Court Data Reported,2020,
Constitutional County,Is this a court of record?,Is this a court of record?,Limited,Yes,Trial Record,Texas,Trial Court Data Reported,2020,
County Court at Law,Is this a court of record?,Is this a court of record?,Limited,Yes,Trial Record,Texas,Trial Court Data Reported,2020,
Justice,Is this a court of record?,Is this a court of record?,Limited,No,Trial Record,Texas,Trial Court Data Reported,2020,
Municipal,Is this a court of record?,Is this a court of record?,Limited,Varies,Trial Record,Texas,Trial Court Data Reported,2020,
Statutory Probate,Is this a court of record?,Is this a court of record?,Limited,Yes,Trial Record,Texas,Trial Court Data Reported,2020,
District,Is this a court of record?,Is this a court of record?,Limited,No,Trial Record,Virginia,Trial Court Data Reported,2020,
District,Is this a court of record?,Is this a court of record?,Limited,No,Trial Record,Washington,Trial Court Data Reported,2020,
Municipal,Is this a court of record?,Is this a court of record?,Limited,No,Trial Record,Washington,Trial Court Data Reported,2020,
Municipal,Is this a court of record?,Is this a court of record?,Limited,No,Trial Record,Wisconsin,Trial Court Data Reported,2020,
District,Owns Record,Owns Record,Limited,Court,Trial Record,Alabama,Trial Court Data Reported,2020,
District,Owns Record,Owns Record,Limited,Court,Trial Record,Alaska,Trial Court Data Reported,2020,
County,Owns Record,Owns Record,Limited,Court,Trial Record,Colorado,Trial Court Data Reported,2020,
Court of Common Pleas,Owns Record,Owns Record,Limited,Court,Trial Record,Delaware,Trial Court Data Reported,2020,
Family,Owns Record,Owns Record,Limited,Court,Trial Record,Delaware,Trial Court Data Reported,2020,
County,Owns Record,Owns Record,Limited,Court,Trial Record,Florida,Trial Court Data Reported,2020,
District,Owns Record,Owns Record,Limited,Court,Trial Record,Hawaii,Trial Court Data Reported,2020,
Small Claims of Marion County,Owns Record,Owns Record,Limited,Court,Trial Record,Indiana,Trial Court Data Reported,2020,
District,Owns Record,Owns Record,Limited,Court,Trial Record,Kentucky,Trial Court Data Reported,2020,
District,Owns Record,Owns Record,Limited,Court,Trial Record,Maryland,Trial Court Data Reported,2020,
Orphans',Owns Record,Owns Record,Limited,Court,Trial Record,Maryland,Trial Court Data Reported,2020,
Boston Municipal Court Dept,Owns Record,Owns Record,Limited,Court,Trial Record,Massachusetts,Trial Court Data Reported,2020,
District Court Dept,Owns Record,Owns Record,Limited,Court,Trial Record,Massachusetts,Trial Court Data Reported,2020,
Housing Court Dept,Owns Record,Owns Record,Limited,Court,Trial Record,Massachusetts,Trial Court Data Reported,2020,
Juvenile Court Dept,Owns Record,Owns Record,Limited,Court,Trial Record,Massachusetts,Trial Court Data Reported,2020,
Land Court Dept,Owns Record,Owns Record,Limited,Court,Trial Record,Massachusetts,Trial Court Data Reported,2020,
Probate & Family Court Dept,Owns Record,Owns Record,Limited,Court,Trial Record,Massachusetts,Trial Court Data Reported,2020,
County,Owns Record,Owns Record,Limited,Court,Trial Record,Nebraska,Trial Court Data Reported,2020,
Separate Juvenile,Owns Record,Owns Record,Limited,Court,Trial Record,Nebraska,Trial Court Data Reported,2020,
Workers Compensation,Owns Record,Owns Record,Limited,Court,Trial Record,Nebraska,Trial Court Data Reported,2020,
Justice,Owns Record,Owns Record,Limited,Court,Trial Record,Nevada,Trial Court Data Reported,2020,
Justice,Owns Record,Owns Record,Limited,Reporter,Trial Record,Nevada,Trial Court Data Reported,2020,
Municipal,Owns Record,Owns Record,Limited,Court,Trial Record,Nevada,Trial Court Data Reported,2020,
Municipal,Owns Record,Owns Record,Limited,Reporter,Trial Record,Nevada,Trial Court Data Reported,2020,
Circuit,Owns Record,Owns Record,Limited,Court,Trial Record,New Hampshire,Trial Court Data Reported,2020,
Municipal,Owns Record,Owns Record,Limited,Court,Trial Record,New Jersey,Trial Court Data Reported,2020,
Tax,Owns Record,Owns Record,Limited,Court,Trial Record,New Jersey,Trial Court Data Reported,2020,
City,Owns Record,Owns Record,Limited,Court,Trial Record,New York,Trial Court Data Reported,2020,
Civil Ct of the City of NY,Owns Record,Owns Record,Limited,Court,Trial Record,New York,Trial Court Data Reported,2020,
Court of Claims,Owns Record,Owns Record,Limited,Court,Trial Record,New York,Trial Court Data Reported,2020,
Criminal Ct of the City of NY,Owns Record,Owns Record,Limited,Court,Trial Record,New York,Trial Court Data Reported,2020,
District,Owns Record,Owns Record,Limited,Court,Trial Record,New York,Trial Court Data Reported,2020,
Family,Owns Record,Owns Record,Limited,Court,Trial Record,New York,Trial Court Data Reported,2020,
Surrogates,Owns Record,Owns Record,Limited,Court,Trial Record,New York,Trial Court Data Reported,2020,
Town & Village Justice,Owns Record,Owns Record,Limited,Court,Trial Record,New York,Trial Court Data Reported,2020,
District,Owns Record,Owns Record,Limited,Court,Trial Record,North Carolina,Trial Court Data Reported,2020,
County,Owns Record,Owns Record,Limited,Court,Trial Record,Ohio,Trial Court Data Reported,2020,
Philadelphia Municipal,Owns Record,Owns Record,Limited,Court,Trial Record,Pennsylvania,Trial Court Data Reported,2020,
Constitutional County,Owns Record,Owns Record,Limited,Reporter,Trial Record,Texas,Trial Court Data Reported,2020,
County Court at Law,Owns Record,Owns Record,Limited,Reporter,Trial Record,Texas,Trial Court Data Reported,2020,
Municipal,Owns Record,Owns Record,Limited,Court,Trial Record,Texas,Trial Court Data Reported,2020,
Municipal,Owns Record,Owns Record,Limited,Reporter,Trial Record,Texas,Trial Court Data Reported,2020,
Statutory Probate,Owns Record,Owns Record,Limited,Reporter,Trial Record,Texas,Trial Court Data Reported,2020,
District,Prepares Record,Prepares Record,Limited,Staff,Trial Record,Alabama,Trial Court Data Reported,2020,
Municipal,Prepares Record,Prepares Record,Limited,Staff,Trial Record,Alabama,Trial Court Data Reported,2020,
Probate,Prepares Record,Prepares Record,Limited,Staff,Trial Record,Alabama,Trial Court Data Reported,2020,
District,Prepares Record,Prepares Record,Limited,Staff,Trial Record,Alaska,Trial Court Data Reported,2020,
Court of Common Pleas,Prepares Record,Prepares Record,Limited,Reporter,Trial Record,Delaware,Trial Court Data Reported,2020,
Family,Prepares Record,Prepares Record,Limited,Contractor,Trial Record,Delaware,Trial Court Data Reported,2020,
Family,Prepares Record,Prepares Record,Limited,Staff,Trial Record,Delaware,Trial Court Data Reported,2020,
Justice of the Peace,Prepares Record,Prepares Record,Limited,Staff,Trial Record,Delaware,Trial Court Data Reported,2020,
County,Prepares Record,Prepares Record,Limited,Contractor,Trial Record,Florida,Trial Court Data Reported,2020,
County,Prepares Record,Prepares Record,Limited,Reporter,Trial Record,Florida,Trial Court Data Reported,2020,
County,Prepares Record,Prepares Record,Limited,Staff,Trial Record,Florida,Trial Court Data Reported,2020,
District,Prepares Record,Prepares Record,Limited,Reporter,Trial Record,Hawaii,Trial Court Data Reported,2020,
District,Prepares Record,Prepares Record,Limited,Staff,Trial Record,Hawaii,Trial Court Data Reported,2020,
Small Claims of Marion County,Prepares Record,Prepares Record,Limited,Reporter,Trial Record,Indiana,Trial Court Data Reported,2020,
District,Prepares Record,Prepares Record,Limited,Staff,Trial Record,Kentucky,Trial Court Data Reported,2020,
District,Prepares Record,Prepares Record,Limited,Staff,Trial Record,Maryland,Trial Court Data Reported,2020,
Orphans',Prepares Record,Prepares Record,Limited,Staff,Trial Record,Maryland,Trial Court Data Reported,2020,
Boston Municipal Court Dept,Prepares Record,Prepares Record,Limited,Contractor,Trial Record,Massachusetts,Trial Court Data Reported,2020,
District Court Dept,Prepares Record,Prepares Record,Limited,Contractor,Trial Record,Massachusetts,Trial Court Data Reported,2020,
Housing Court Dept,Prepares Record,Prepares Record,Limited,Contractor,Trial Record,Massachusetts,Trial Court Data Reported,2020,
Juvenile Court Dept,Prepares Record,Prepares Record,Limited,Contractor,Trial Record,Massachusetts,Trial Court Data Reported,2020,
Land Court Dept,Prepares Record,Prepares Record,Limited,Contractor,Trial Record,Massachusetts,Trial Court Data Reported,2020,
Probate & Family Court Dept,Prepares Record,Prepares Record,Limited,Contractor,Trial Record,Massachusetts,Trial Court Data Reported,2020,
County,Prepares Record,Prepares Record,Limited,Staff,Trial Record,Nebraska,Trial Court Data Reported,2020,
Workers Compensation,Prepares Record,Prepares Record,Limited,Contractor,Trial Record,Nebraska,Trial Court Data Reported,2020,
Justice,Prepares Record,Prepares Record,Limited,Contractor,Trial Record,Nevada,Trial Court Data Reported,2020,
Justice,Prepares Record,Prepares Record,Limited,Reporter,Trial Record,Nevada,Trial Court Data Reported,2020,
Justice,Prepares Record,Prepares Record,Limited,Staff,Trial Record,Nevada,Trial Court Data Reported,2020,
Municipal,Prepares Record,Prepares Record,Limited,Contractor,Trial Record,Nevada,Trial Court Data Reported,2020,
Municipal,Prepares Record,Prepares Record,Limited,Reporter,Trial Record,Nevada,Trial Court Data Reported,2020,
Municipal,Prepares Record,Prepares Record,Limited,Staff,Trial Record,Nevada,Trial Court Data Reported,2020,
Circuit,Prepares Record,Prepares Record,Limited,Staff,Trial Record,New Hampshire,Trial Court Data Reported,2020,
Municipal,Prepares Record,Prepares Record,Limited,Staff,Trial Record,New Jersey,Trial Court Data Reported,2020,
Tax,Prepares Record,Prepares Record,Limited,Staff,Trial Record,New Jersey,Trial Court Data Reported,2020,
City,Prepares Record,Prepares Record,Limited,Reporter,Trial Record,New York,Trial Court Data Reported,2020,
Civil Ct of the City of NY,Prepares Record,Prepares Record,Limited,Reporter,Trial Record,New York,Trial Court Data Reported,2020,
Court of Claims,Prepares Record,Prepares Record,Limited,Reporter,Trial Record,New York,Trial Court Data Reported,2020,
Criminal Ct of the City of NY,Prepares Record,Prepares Record,Limited,Reporter,Trial Record,New York,Trial Court Data Reported,2020,
District,Prepares Record,Prepares Record,Limited,Reporter,Trial Record,New York,Trial Court Data Reported,2020,
Family,Prepares Record,Prepares Record,Limited,Reporter,Trial Record,New York,Trial Court Data Reported,2020,
Surrogates,Prepares Record,Prepares Record,Limited,Reporter,Trial Record,New York,Trial Court Data Reported,2020,
Town & Village Justice,Prepares Record,Prepares Record,Limited,Reporter,Trial Record,New York,Trial Court Data Reported,2020,
District,Prepares Record,Prepares Record,Limited,Staff,Trial Record,North Carolina,Trial Court Data Reported,2020,
County,Prepares Record,Prepares Record,Limited,Reporter,Trial Record,Ohio,Trial Court Data Reported,2020,
Philadelphia Municipal,Prepares Record,Prepares Record,Limited,Reporter,Trial Record,Pennsylvania,Trial Court Data Reported,2020,
Constitutional County,Prepares Record,Prepares Record,Limited,Contractor,Trial Record,Texas,Trial Court Data Reported,2020,
Constitutional County,Prepares Record,Prepares Record,Limited,Reporter,Trial Record,Texas,Trial Court Data Reported,2020,
County Court at Law,Prepares Record,Prepares Record,Limited,Contractor,Trial Record,Texas,Trial Court Data Reported,2020,
County Court at Law,Prepares Record,Prepares Record,Limited,Reporter,Trial Record,Texas,Trial Court Data Reported,2020,
Municipal,Prepares Record,Prepares Record,Limited,Contractor,Trial Record,Texas,Trial Court Data Reported,2020,
Municipal,Prepares Record,Prepares Record,Limited,Reporter,Trial Record,Texas,Trial Court Data Reported,2020,
Statutory Probate,Prepares Record,Prepares Record,Limited,Contractor,Trial Record,Texas,Trial Court Data Reported,2020,
